日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA20
2022-11-02,601998,3.21,3.2,3.24,3.17,166692,73223659.0,2.16,-1.23,-0.04,0.05,3.3340000000000005
2022-11-03,601998,3.21,3.18,3.21,3.14,148966,65011025.0,2.19,-0.63,-0.02,0.04,3.3265000000000002
2022-11-04,601998,3.17,3.22,3.24,3.15,210838,92980346.0,2.83,1.26,0.04,0.06,3.3195
2022-11-07,601998,3.19,3.25,3.26,3.18,207370,91741322.0,2.48,0.93,0.03,0.06,3.311
2022-11-08,601998,3.25,3.26,3.27,3.22,143127,63720974.0,1.54,0.31,0.01,0.04,3.3055
2022-11-09,601998,3.25,3.24,3.28,3.23,119696,53288988.0,1.53,-0.61,-0.02,0.04,3.2940000000000005
2022-11-10,601998,3.23,3.28,3.28,3.2,150560,67004025.0,2.47,1.23,0.04,0.04,3.2865
2022-11-11,601998,3.3,3.39,3.4,3.29,316518,143870222.0,3.35,3.35,0.11,0.09,3.282
2022-11-14,601998,3.4,3.51,3.57,3.39,649798,306470119.0,5.31,3.54,0.12,0.19,3.2845
2022-11-15,601998,3.51,3.48,3.55,3.47,290355,136861973.0,2.28,-0.85,-0.03,0.09,3.289
2022-11-16,601998,3.48,3.44,3.52,3.43,201301,93970958.0,2.59,-1.15,-0.04,0.06,3.2925000000000004
2022-11-17,601998,3.45,3.41,3.47,3.39,167992,77521047.0,2.33,-0.87,-0.03,0.05,3.2950000000000004
2022-11-18,601998,3.42,3.37,3.43,3.36,177181,81250328.0,2.05,-1.17,-0.04,0.05,3.2924999999999995
2022-11-21,601998,3.35,3.38,3.44,3.33,214256,98219522.0,3.26,0.3,0.01,0.06,3.2939999999999996
2022-11-22,601998,3.37,3.55,3.65,3.37,521344,246991158.0,8.28,5.03,0.17,0.15,3.308
2022-11-23,601998,3.58,3.74,3.88,3.57,866613,429607589.0,8.73,5.35,0.19,0.25,3.3339999999999996
2022-11-24,601998,3.77,3.72,3.82,3.7,551587,273133171.0,3.21,-0.53,-0.02,0.16,3.3594999999999997
2022-11-25,601998,3.74,3.85,3.88,3.72,545686,274763837.0,4.3,3.49,0.13,0.16,3.3920000000000003
2022-11-28,601998,3.77,3.66,3.77,3.6,543805,264170306.0,4.42,-4.94,-0.19,0.16,3.4185000000000003
2022-11-29,601998,3.7,3.94,3.95,3.67,978560,494862626.0,7.65,7.65,0.28,0.29,3.4534999999999996
2022-11-30,601998,3.91,3.83,3.91,3.78,501592,252591977.0,3.3,-2.79,-0.11,0.15,3.4849999999999994
2022-12-01,601998,3.88,3.78,3.89,3.75,411839,205678832.0,3.66,-1.31,-0.05,0.12,3.5149999999999997
2022-12-02,601998,3.77,3.72,3.8,3.7,318435,156773648.0,2.65,-1.59,-0.06,0.09,3.54
2022-12-05,601998,3.77,3.9,3.96,3.73,662092,335135383.0,6.18,4.84,0.18,0.19,3.5725000000000002
2022-12-06,601998,3.88,3.9,3.93,3.83,336392,170666986.0,2.56,0.0,0.0,0.1,3.6045000000000003
2022-12-07,601998,3.89,3.81,3.91,3.78,454717,228592283.0,3.33,-2.31,-0.09,0.13,3.633
2022-12-08,601998,3.83,3.87,3.94,3.82,379015,192976560.0,3.15,1.57,0.06,0.11,3.6625
2022-12-09,601998,3.86,3.91,3.99,3.82,531148,271677745.0,4.39,1.03,0.04,0.16,3.6885
2022-12-12,601998,3.89,3.84,3.96,3.82,311305,158400369.0,3.58,-1.79,-0.07,0.09,3.7049999999999996
2022-12-13,601998,3.84,3.89,3.93,3.83,251525,127884808.0,2.6,1.3,0.05,0.07,3.7255000000000003
2022-12-14,601998,3.9,3.91,3.96,3.84,294276,150673742.0,3.08,0.51,0.02,0.09,3.7489999999999997
2022-12-15,601998,3.92,3.83,3.93,3.83,216751,109561279.0,2.56,-2.05,-0.08,0.06,3.7699999999999996
2022-12-16,601998,3.82,3.86,3.9,3.82,186933,94674337.0,2.09,0.78,0.03,0.05,3.7945
2022-12-19,601998,3.89,3.78,3.9,3.75,238122,119331765.0,3.89,-2.07,-0.08,0.07,3.8145
2022-12-20,601998,3.75,3.7,3.8,3.62,354272,173408428.0,4.76,-2.12,-0.08,0.1,3.822
2022-12-21,601998,3.72,3.73,3.77,3.68,180040,88896796.0,2.43,0.81,0.03,0.05,3.8215000000000003
2022-12-22,601998,3.76,3.73,3.81,3.71,148345,73513210.0,2.68,0.0,0.0,0.04,3.8220000000000005
2022-12-23,601998,3.72,3.68,3.76,3.67,124190,60827869.0,2.41,-1.34,-0.05,0.04,3.8135
2022-12-26,601998,3.7,3.63,3.71,3.63,189583,92209197.0,2.17,-1.36,-0.05,0.06,3.812
2022-12-27,601998,3.69,3.7,3.73,3.66,170231,83528189.0,1.93,1.93,0.07,0.05,3.8
2022-12-28,601998,3.71,3.78,3.82,3.67,209361,103967749.0,4.05,2.16,0.08,0.06,3.7975000000000003
2022-12-29,601998,3.75,3.73,3.76,3.64,260632,127533792.0,3.17,-1.32,-0.05,0.08,3.7950000000000004
2022-12-30,601998,3.74,3.78,3.82,3.73,216134,107621813.0,2.41,1.34,0.05,0.06,3.7980000000000005
2023-01-03,601998,3.75,3.78,3.85,3.7,336244,167475117.0,3.97,0.0,0.0,0.1,3.7920000000000003
2023-01-04,601998,3.8,3.89,3.91,3.78,353048,178616251.0,3.44,2.91,0.11,0.1,3.7915
2023-01-05,601998,3.9,3.84,3.91,3.81,294798,149029912.0,2.57,-1.29,-0.05,0.09,3.793
2023-01-06,601998,3.84,3.84,3.87,3.8,259228,130504649.0,1.82,0.0,0.0,0.08,3.7915
2023-01-09,601998,3.86,3.88,3.92,3.79,280373,141817243.0,3.39,1.04,0.04,0.08,3.7900000000000005
2023-01-10,601998,3.88,3.83,3.9,3.8,256049,129067775.0,2.58,-1.29,-0.05,0.08,3.7895000000000003
2023-01-11,601998,3.81,3.84,3.88,3.81,169384,85546897.0,1.83,0.26,0.01,0.05,3.787
2023-01-12,601998,3.86,3.87,3.87,3.78,242103,121767641.0,2.34,0.78,0.03,0.07,3.785
2023-01-13,601998,3.86,3.9,3.92,3.85,233012,118597961.0,1.81,0.78,0.03,0.07,3.7885000000000004
2023-01-16,601998,3.92,3.86,3.96,3.83,473201,240399064.0,3.33,-1.03,-0.04,0.14,3.7885000000000004
2023-01-17,601998,3.87,3.88,3.9,3.84,310319,157542544.0,1.55,0.52,0.02,0.09,3.7935000000000003
2023-01-18,601998,3.9,3.86,3.91,3.86,222707,113190887.0,1.29,-0.52,-0.02,0.07,3.8015
2023-01-19,601998,3.86,3.86,3.9,3.84,200762,101553357.0,1.55,0.0,0.0,0.06,3.808
2023-01-20,601998,3.88,3.87,3.88,3.85,244844,123970400.0,0.78,0.26,0.01,0.07,3.815
2023-01-30,601998,3.91,3.87,3.92,3.86,267207,135856385.0,1.55,0.0,0.0,0.08,3.8244999999999996
2023-01-31,601998,3.89,3.85,3.9,3.82,239609,121215137.0,2.07,-0.52,-0.02,0.07,3.8355000000000006
2023-02-01,601998,3.85,3.84,3.86,3.78,357913,179744389.0,2.08,-0.26,-0.01,0.11,3.8425000000000002
2023-02-02,601998,3.84,3.82,3.85,3.79,263588,132277418.0,1.56,-0.52,-0.02,0.08,3.8445
2023-02-03,601998,3.8,3.77,3.82,3.75,210719,104807470.0,1.83,-1.31,-0.05,0.06,3.8465
2023-02-06,601998,3.74,3.74,3.75,3.71,262651,129375694.0,1.06,-0.8,-0.03,0.08,3.8445
2023-02-07,601998,3.75,3.75,3.77,3.73,171031,84685946.0,1.07,0.27,0.01,0.05,3.843
2023-02-08,601998,3.77,3.72,3.77,3.72,154737,76462585.0,1.33,-0.8,-0.03,0.05,3.8345
2023-02-09,601998,3.73,3.74,3.77,3.71,190094,93904606.0,1.61,0.54,0.02,0.06,3.8295000000000003
2023-02-10,601998,3.73,3.74,3.75,3.71,131946,65092509.0,1.07,0.0,0.0,0.04,3.8245000000000005
2023-02-13,601998,3.73,3.71,3.74,3.68,272887,134084569.0,1.6,-0.8,-0.03,0.08,3.8160000000000003
2023-02-14,601998,3.72,3.74,3.75,3.71,167682,82692285.0,1.08,0.81,0.03,0.05,3.8114999999999997
2023-02-15,601998,3.74,3.71,3.75,3.7,160688,78937787.0,1.34,-0.8,-0.03,0.05,3.8050000000000006
2023-02-16,601998,3.71,3.71,3.76,3.69,181075,89357723.0,1.89,0.0,0.0,0.05,3.7969999999999997
2023-02-17,601998,3.71,3.67,3.73,3.66,170711,83541356.0,1.89,-1.08,-0.04,0.05,3.7855
2023-02-20,601998,3.69,3.76,3.76,3.66,277141,136299843.0,2.72,2.45,0.09,0.08,3.7805
2023-02-21,601998,3.75,3.78,3.79,3.74,226209,112359905.0,1.33,0.53,0.02,0.07,3.7755
2023-02-22,601998,3.78,3.74,3.78,3.74,126792,62851278.0,1.06,-1.06,-0.04,0.04,3.7695
2023-02-23,601998,3.75,3.73,3.78,3.72,148403,73427488.0,1.6,-0.27,-0.01,0.04,3.7630000000000003
2023-02-24,601998,3.74,3.7,3.74,3.7,143960,70765890.0,1.07,-0.8,-0.03,0.04,3.7545
2023-02-27,601998,3.7,3.7,3.72,3.68,139941,68552674.0,1.08,0.0,0.0,0.04,3.746
2023-02-28,601998,3.7,3.72,3.72,3.69,115751,56780312.0,0.81,0.54,0.02,0.03,3.7394999999999996
2023-03-01,601998,3.73,3.78,3.79,3.71,242907,120635527.0,2.15,1.61,0.06,0.07,3.7364999999999995
2023-03-02,601998,3.77,3.88,3.89,3.75,369823,186616568.0,3.7,2.65,0.1,0.11,3.7395000000000005
2023-03-03,601998,3.89,3.94,3.95,3.86,343205,175425895.0,2.32,1.55,0.06,0.1,3.748
2023-03-06,601998,3.93,3.93,3.98,3.9,397492,204054997.0,2.03,-0.25,-0.01,0.12,3.7574999999999994
2023-03-07,601998,3.92,4.0,4.17,3.92,674664,355497637.0,6.36,1.78,0.07,0.2,3.7699999999999996
2023-03-08,601998,3.95,3.97,3.98,3.9,322773,166108457.0,2.0,-0.75,-0.03,0.09,3.7824999999999998
2023-03-09,601998,3.97,3.98,4.03,3.96,270162,140277105.0,1.76,0.25,0.01,0.08,3.7945
2023-03-10,601998,3.95,3.88,4.0,3.87,227329,116411352.0,3.27,-2.51,-0.1,0.07,3.8015
2023-03-13,601998,3.87,3.95,3.96,3.82,234196,119865604.0,3.61,1.8,0.07,0.07,3.8135
2023-03-14,601998,3.92,3.9,4.0,3.85,254865,130808416.0,3.8,-1.27,-0.05,0.07,3.8215000000000003
2023-03-15,601998,3.96,3.94,3.96,3.88,232982,119405910.0,2.05,1.03,0.04,0.07,3.8329999999999997
2023-03-16,601998,3.92,4.07,4.15,3.9,604896,319035932.0,6.35,3.3,0.13,0.18,3.8510000000000004
2023-03-17,601998,4.06,4.06,4.14,4.01,408822,215269941.0,3.19,-0.25,-0.01,0.12,3.8705
2023-03-20,601998,4.07,4.32,4.43,4.05,1261263,696599679.0,9.36,6.4,0.26,0.37,3.8985
2023-03-21,601998,4.32,4.29,4.53,4.27,725034,403683853.0,6.02,-0.69,-0.03,0.21,3.9239999999999995
2023-03-22,601998,4.31,4.28,4.39,4.23,404923,222760625.0,3.73,-0.23,-0.01,0.12,3.9509999999999996
2023-03-23,601998,4.3,4.32,4.34,4.24,379789,208570963.0,2.34,0.93,0.04,0.11,3.9805
2023-03-24,601998,4.3,4.37,4.45,4.28,475535,264219844.0,3.94,1.16,0.05,0.14,4.014
2023-03-27,601998,4.37,4.21,4.4,4.18,496133,269813102.0,5.03,-3.66,-0.16,0.15,4.0395
2023-03-28,601998,4.26,4.33,4.36,4.21,370747,203721001.0,3.56,2.85,0.12,0.11,4.07
2023-03-29,601998,4.37,4.25,4.38,4.23,236999,129786657.0,3.46,-1.85,-0.08,0.07,4.093500000000001
2023-03-30,601998,4.27,4.33,4.34,4.22,356117,195344766.0,2.82,1.88,0.08,0.1,4.116
2023-03-31,601998,4.31,4.23,4.31,4.2,313049,170239486.0,2.54,-2.31,-0.1,0.09,4.1305
2023-04-03,601998,4.24,4.2,4.25,4.18,358770,193948221.0,1.65,-0.71,-0.03,0.11,4.144
2023-04-04,601998,4.22,4.31,4.33,4.16,361141,197644684.0,4.05,2.62,0.11,0.11,4.1595
2023-04-06,601998,4.33,4.28,4.36,4.26,202255,111175206.0,2.32,-0.7,-0.03,0.06,4.175000000000001
2023-04-07,601998,4.28,4.24,4.29,4.22,156990,85531487.0,1.64,-0.93,-0.04,0.05,4.188000000000001
2023-04-10,601998,4.24,4.21,4.28,4.13,369051,199571736.0,3.54,-0.71,-0.03,0.11,4.2044999999999995
2023-04-11,601998,4.23,4.29,4.32,4.19,367767,201053556.0,3.09,1.9,0.08,0.11,4.221500000000001
2023-04-12,601998,4.29,4.47,4.56,4.28,550217,311152750.0,6.53,4.2,0.18,0.16,4.25
2023-04-13,601998,4.46,4.52,4.55,4.44,301295,171543783.0,2.46,1.12,0.05,0.09,4.279
2023-04-14,601998,4.51,4.66,4.7,4.5,503300,292223617.0,4.42,3.1,0.14,0.15,4.3084999999999996
2023-04-17,601998,4.71,4.79,4.81,4.67,428113,254917422.0,3.0,2.79,0.13,0.13,4.345000000000001
2023-04-18,601998,4.78,4.86,5.0,4.77,606748,369038861.0,4.8,1.46,0.07,0.18,4.372
2023-04-19,601998,4.9,4.88,4.94,4.79,371315,225087072.0,3.09,0.41,0.02,0.11,4.4015
2023-04-20,601998,4.85,4.85,4.97,4.76,416581,251208460.0,4.3,-0.61,-0.03,0.12,4.430000000000001
2023-04-21,601998,4.86,4.75,4.91,4.73,320825,192647888.0,3.71,-2.06,-0.1,0.09,4.4515
2023-04-24,601998,4.78,4.86,4.93,4.71,588696,355899482.0,4.63,2.32,0.11,0.17,4.476
2023-04-25,601998,4.87,5.29,5.43,4.85,1235999,793939088.0,11.93,8.85,0.43,0.36,4.529999999999999
2023-04-26,601998,5.25,5.18,5.27,5.04,632345,401400681.0,4.35,-2.08,-0.11,0.19,4.5725
2023-04-27,601998,5.18,5.22,5.26,5.14,563197,360359557.0,2.32,0.77,0.04,0.17,4.621
2023-04-28,601998,5.25,5.3,5.38,5.11,623519,403768901.0,5.17,1.53,0.08,0.18,4.6695
2023-05-04,601998,5.22,5.74,5.77,5.22,766119,519600382.0,10.38,8.3,0.44,0.22,4.745
2023-05-05,601998,5.72,5.67,5.98,5.6,804883,561440819.0,6.62,-1.22,-0.07,0.24,4.818499999999999
2023-05-08,601998,5.71,6.36,6.36,5.68,1561697,1159709562.0,11.99,12.17,0.69,0.46,4.920999999999999
2023-05-09,601998,6.5,6.73,7.07,6.33,2291965,1800485563.0,11.64,5.82,0.37,0.67,5.0435
2023-05-10,601998,6.55,6.24,6.6,6.03,1908004,1428135058.0,8.47,-7.28,-0.49,0.56,5.1435
2023-05-11,601998,6.16,6.02,6.23,5.96,1116393,809966646.0,4.33,-3.53,-0.22,0.33,5.234
2023-05-12,601998,5.98,5.95,6.08,5.89,811220,583199658.0,3.16,-1.16,-0.07,0.24,5.317
2023-05-15,601998,5.93,5.84,5.94,5.54,1321926,918508717.0,6.72,-1.85,-0.11,0.39,5.3854999999999995
2023-05-16,601998,5.83,5.76,5.96,5.72,668621,469846837.0,4.11,-1.37,-0.08,0.2,5.4475
2023-05-17,601998,5.75,5.78,5.9,5.67,459516,321759277.0,3.99,0.35,0.02,0.13,5.5035
2023-05-18,601998,5.85,5.87,6.07,5.82,840742,600438257.0,4.33,1.56,0.09,0.25,5.5575
2023-05-19,601998,5.82,5.73,5.9,5.71,397313,277002546.0,3.24,-2.39,-0.14,0.12,5.601
2023-05-22,601998,5.71,5.83,6.0,5.69,709354,500846913.0,5.41,1.75,0.1,0.21,5.6485
2023-05-23,601998,5.8,5.55,5.97,5.51,935698,642016018.0,7.89,-4.8,-0.28,0.27,5.6835
2023-05-24,601998,5.52,5.29,5.52,5.25,954675,624925618.0,4.86,-4.68,-0.26,0.28,5.7105
2023-05-25,601998,5.29,5.34,5.36,5.23,513762,334005534.0,2.46,0.95,0.05,0.15,5.7345
2023-05-26,601998,5.34,5.35,5.37,5.23,352589,229684247.0,2.62,0.19,0.01,0.1,5.7375
2023-05-29,601998,5.28,5.39,5.47,5.23,518973,340712418.0,4.49,0.75,0.04,0.15,5.747999999999999
2023-05-30,601998,5.37,5.36,5.42,5.27,401458,262467221.0,2.78,-0.56,-0.03,0.12,5.755
2023-05-31,601998,5.3,5.25,5.32,5.2,379119,244651078.0,2.24,-2.05,-0.11,0.11,5.7524999999999995
2023-06-01,601998,5.29,5.39,5.47,5.18,609197,399662734.0,5.52,2.67,0.14,0.18,5.734999999999999
2023-06-02,601998,5.37,5.39,5.48,5.35,439236,290063476.0,2.41,0.0,0.0,0.13,5.721
2023-06-05,601998,5.4,5.57,5.68,5.37,580937,391587504.0,5.75,3.34,0.18,0.17,5.681500000000001
2023-06-06,601998,5.56,5.46,5.7,5.43,500469,338886125.0,4.85,-1.97,-0.11,0.15,5.618
2023-06-07,601998,5.48,5.45,5.58,5.41,423039,282318919.0,3.11,-0.18,-0.01,0.12,5.5785
2023-06-08,601998,5.5,5.65,5.77,5.37,633427,430689139.0,7.34,3.67,0.2,0.19,5.5600000000000005
2023-06-09,601998,5.62,5.41,5.66,5.37,820200,547491635.0,5.13,-4.25,-0.24,0.24,5.5329999999999995
2023-06-12,601998,5.35,5.15,5.35,5.11,1138153,725884125.0,4.44,-4.81,-0.26,0.33,5.498500000000001
2023-06-13,601998,5.13,5.05,5.19,5.03,686670,432182469.0,3.11,-1.94,-0.1,0.2,5.463
2023-06-14,601998,5.05,4.94,5.08,4.84,1018442,626518411.0,4.75,-2.18,-0.11,0.3,5.421
2023-06-15,601998,4.96,4.97,4.98,4.9,448495,275658893.0,1.62,0.61,0.03,0.13,5.3759999999999994
2023-06-16,601998,4.97,4.91,4.98,4.89,450648,275953593.0,1.81,-1.21,-0.06,0.13,5.335
2023-06-19,601998,4.92,4.91,4.93,4.86,482261,294057509.0,1.43,0.0,0.0,0.14,5.289
2023-06-20,601998,4.92,4.83,4.94,4.8,452317,273644610.0,2.85,-1.63,-0.08,0.13,5.253
2023-06-21,601998,4.8,4.82,4.93,4.8,498972,302193676.0,2.69,-0.21,-0.01,0.15,5.2295
2023-06-26,601998,4.8,4.73,4.83,4.68,538837,320392829.0,3.11,-1.87,-0.09,0.16,5.199
2023-06-27,601998,4.72,4.76,4.82,4.68,377390,224983023.0,2.96,0.63,0.03,0.11,5.169500000000001
2023-06-28,601998,4.77,4.75,4.81,4.7,280553,167122163.0,2.31,-0.21,-0.01,0.08,5.1375
2023-06-29,601998,4.73,4.72,4.76,4.69,269351,159491828.0,1.47,-0.63,-0.03,0.08,5.105500000000001
2023-06-30,601998,4.7,4.78,4.82,4.69,300404,179624251.0,2.75,1.27,0.06,0.09,5.082000000000001
2023-07-03,601998,4.88,4.78,4.89,4.61,631281,375296025.0,5.86,0.0,0.0,0.19,5.0515
2023-07-04,601998,4.76,4.76,4.78,4.71,364109,216606913.0,1.46,-0.42,-0.02,0.11,5.0200000000000005
2023-07-05,601998,4.76,4.74,4.78,4.7,234189,138819196.0,1.68,-0.42,-0.02,0.07,4.9784999999999995
2023-07-06,601998,4.73,4.66,4.77,4.65,297929,175528417.0,2.53,-1.69,-0.08,0.09,4.9385
2023-07-07,601998,4.66,4.71,4.73,4.64,238997,140897038.0,1.93,1.07,0.05,0.07,4.9015
2023-07-10,601998,4.73,4.68,4.74,4.67,167340,98680991.0,1.49,-0.64,-0.03,0.05,4.853
2023-07-11,601998,4.7,4.72,4.74,4.67,141860,83852478.0,1.5,0.85,0.04,0.04,4.8185
2023-07-12,601998,4.73,4.66,4.77,4.65,259183,153121399.0,2.54,-1.27,-0.06,0.08,4.794
2023-07-13,601998,4.69,4.87,4.87,4.68,474700,284134710.0,4.08,4.51,0.21,0.14,4.785
2023-07-14,601998,4.87,4.98,5.08,4.85,696039,430588719.0,4.72,2.26,0.11,0.2,4.787
2023-07-17,601998,4.97,4.88,4.98,4.83,285847,173354728.0,3.01,-2.01,-0.1,0.08,4.782500000000001
2023-07-18,601998,4.88,4.79,4.9,4.77,356976,214464782.0,2.66,-1.84,-0.09,0.1,4.7765
2023-07-19,601998,4.79,4.88,4.89,4.78,411933,249123535.0,2.3,1.88,0.09,0.12,4.775
2023-07-20,601998,4.88,4.71,4.88,4.67,818226,458876625.0,4.3,-3.48,-0.17,0.24,4.769
2023-07-21,601998,4.73,4.76,4.8,4.71,372405,209223769.0,1.91,1.06,0.05,0.11,4.766
2023-07-24,601998,4.73,4.82,4.88,4.71,447618,254086328.0,3.57,1.26,0.06,0.13,4.7705
2023-07-25,601998,4.9,5.02,5.08,4.86,636765,373011213.0,4.56,4.15,0.2,0.19,4.7835
2023-07-26,601998,5.0,4.91,5.06,4.86,365647,211670351.0,3.98,-2.19,-0.11,0.11,4.7915
2023-07-27,601998,4.91,5.0,5.1,4.91,493959,290601043.0,3.87,1.83,0.09,0.14,4.8055
2023-07-28,601998,4.98,5.19,5.23,4.96,794294,475992663.0,5.4,3.8,0.19,0.23,4.8260000000000005
2023-07-31,601998,5.21,5.14,5.31,5.1,883548,534163533.0,4.05,-0.96,-0.05,0.26,4.844
2023-08-01,601998,5.12,5.16,5.21,5.09,599689,361194860.0,2.33,0.39,0.02,0.18,4.864
2023-08-02,601998,5.13,4.96,5.13,4.93,709570,417219604.0,3.88,-3.88,-0.2,0.21,4.875
2023-08-03,601998,4.96,5.0,5.03,4.88,389665,227116902.0,3.02,0.81,0.04,0.11,4.8919999999999995
2023-08-04,601998,5.05,5.05,5.14,5.01,474426,281819562.0,2.6,1.0,0.05,0.14,4.909000000000001
2023-08-07,601998,5.03,4.95,5.03,4.9,509016,296703182.0,2.57,-1.98,-0.1,0.15,4.922499999999999
2023-08-08,601998,4.93,4.88,4.94,4.86,396265,228364818.0,1.62,-1.41,-0.07,0.12,4.9305
2023-08-09,601998,4.86,4.88,4.9,4.84,216665,124507703.0,1.23,0.0,0.0,0.06,4.9415
2023-08-10,601998,4.87,4.86,4.88,4.81,253188,144640977.0,1.43,-0.41,-0.02,0.07,4.941
2023-08-11,601998,4.86,4.73,4.87,4.73,401277,226488440.0,2.88,-2.67,-0.13,0.12,4.9285000000000005
2023-08-14,601998,4.67,4.63,4.68,4.6,486238,267685128.0,1.69,-2.11,-0.1,0.14,4.9159999999999995
2023-08-15,601998,4.65,4.71,4.74,4.63,438661,243828211.0,2.38,1.73,0.08,0.13,4.912000000000001
2023-08-16,601998,4.7,4.7,4.72,4.66,260195,144727214.0,1.27,-0.21,-0.01,0.08,4.903
2023-08-17,601998,4.68,4.65,4.72,4.6,292751,161475119.0,2.55,-1.06,-0.05,0.09,4.9
2023-08-18,601998,4.64,4.71,4.81,4.63,422948,237505473.0,3.87,1.29,0.06,0.12,4.897499999999999
2023-08-21,601998,4.72,4.61,4.73,4.61,281462,155208672.0,2.55,-2.12,-0.1,0.08,4.8870000000000005
2023-08-22,601998,4.64,4.67,4.67,4.61,242941,133889496.0,1.3,1.3,0.06,0.07,4.8695
2023-08-23,601998,4.66,4.7,4.77,4.63,333057,186073414.0,3.0,0.64,0.03,0.1,4.859
2023-08-24,601998,4.7,4.66,4.83,4.65,373842,208851217.0,3.83,-0.85,-0.04,0.11,4.8420000000000005
2023-08-25,601998,4.66,4.64,4.72,4.6,589127,325742917.0,2.58,-0.43,-0.02,0.17,4.8145
2023-08-28,601998,4.93,4.73,4.94,4.71,595614,336131234.0,4.96,1.94,0.09,0.17,4.794
2023-08-29,601998,4.74,4.66,4.76,4.62,530913,294090873.0,2.96,-1.48,-0.07,0.16,4.769
2023-08-30,601998,4.66,4.59,4.68,4.59,461827,253523344.0,1.93,-1.5,-0.07,0.14,4.750500000000001
2023-08-31,601998,4.59,4.59,4.63,4.56,344810,188115194.0,1.53,0.0,0.0,0.1,4.73
2023-09-01,601998,4.6,4.6,4.64,4.58,258764,141759901.0,1.31,0.22,0.01,0.08,4.7075
2023-09-04,601998,4.62,4.8,4.82,4.6,754293,423482384.0,4.78,4.35,0.2,0.22,4.7
2023-09-05,601998,4.77,4.72,4.77,4.71,306328,171721472.0,1.25,-1.67,-0.08,0.09,4.692
2023-09-06,601998,4.7,4.73,4.74,4.68,215616,120280642.0,1.27,0.21,0.01,0.06,4.6845
2023-09-07,601998,4.72,4.71,4.75,4.68,247271,138210491.0,1.48,-0.42,-0.02,0.07,4.6770000000000005
2023-09-08,601998,4.7,4.68,4.72,4.66,243644,135428676.0,1.27,-0.64,-0.03,0.07,4.6745
2023-09-11,601998,4.7,4.71,4.73,4.66,253812,141358453.0,1.5,0.64,0.03,0.07,4.6785000000000005
2023-09-12,601998,4.7,4.72,4.74,4.69,160484,89605252.0,1.06,0.21,0.01,0.05,4.679
2023-09-13,601998,4.72,4.68,4.72,4.67,222164,123526706.0,1.06,-0.85,-0.04,0.07,4.678
2023-09-14,601998,4.7,4.84,4.85,4.68,613850,347324249.0,3.63,3.42,0.16,0.18,4.6875
2023-09-15,601998,4.84,4.79,4.94,4.77,617786,354037919.0,3.51,-1.03,-0.05,0.18,4.6915
2023-09-18,601998,4.78,4.84,4.86,4.73,383280,217104162.0,2.71,1.04,0.05,0.11,4.702999999999999
2023-09-19,601998,4.83,4.86,4.87,4.8,272875,156022793.0,1.45,0.41,0.02,0.08,4.7125
2023-09-20,601998,4.85,4.91,4.94,4.82,301566,174172730.0,2.47,1.03,0.05,0.09,4.723000000000001
2023-09-21,601998,4.9,4.87,4.95,4.83,280464,161273864.0,2.44,-0.81,-0.04,0.08,4.7335
2023-09-22,601998,4.86,4.93,4.93,4.82,335835,193408305.0,2.26,1.23,0.06,0.1,4.748
2023-09-25,601998,4.9,4.94,4.97,4.86,374036,216564712.0,2.23,0.2,0.01,0.11,4.7585
2023-09-26,601998,4.91,4.91,4.99,4.88,273375,158467813.0,2.23,-0.61,-0.03,0.08,4.771
2023-09-27,601998,4.89,4.87,4.94,4.86,277527,159947590.0,1.63,-0.81,-0.04,0.08,4.785
2023-09-28,601998,4.88,4.85,4.91,4.84,204510,117259134.0,1.44,-0.41,-0.02,0.06,4.798
2023-10-09,601998,4.83,4.83,4.86,4.74,298417,169658741.0,2.47,-0.41,-0.02,0.09,4.8095
2023-10-10,601998,4.86,4.78,4.86,4.76,279305,158444539.0,2.07,-1.04,-0.05,0.08,4.8084999999999996
2023-10-11,601998,4.81,4.75,4.84,4.73,269579,152153456.0,2.3,-0.63,-0.03,0.08,4.81
2023-10-12,601998,4.83,4.91,4.95,4.81,444382,256233282.0,2.95,3.37,0.16,0.13,4.819000000000001
2023-10-13,601998,4.89,4.93,4.97,4.86,324052,187877179.0,2.24,0.41,0.02,0.1,4.83
2023-10-16,601998,4.93,4.94,4.95,4.83,294082,170015801.0,2.43,0.2,0.01,0.09,4.843
2023-10-17,601998,4.93,4.98,4.99,4.92,307828,179789325.0,1.42,0.81,0.04,0.09,4.8565
2023-10-18,601998,4.97,5.02,5.07,4.96,381759,225153285.0,2.21,0.8,0.04,0.11,4.871499999999999
2023-10-19,601998,4.99,4.86,5.0,4.83,422712,243405315.0,3.39,-3.19,-0.16,0.12,4.8805
2023-10-20,601998,4.84,4.8,4.88,4.79,228873,130415447.0,1.85,-1.23,-0.06,0.07,4.878500000000001
2023-10-23,601998,4.79,4.78,4.83,4.75,248955,140935918.0,1.67,-0.42,-0.02,0.07,4.878
2023-10-24,601998,4.78,4.69,4.8,4.65,363891,202663702.0,3.14,-1.88,-0.09,0.11,4.870500000000001
2023-10-25,601998,4.72,4.7,4.73,4.64,251580,139737066.0,1.92,0.21,0.01,0.07,4.8625
2023-10-26,601998,4.69,4.75,4.77,4.65,233903,130767304.0,2.55,1.06,0.05,0.07,4.8545
